year,state,gender,statistic,gross_income_euros
2011,Comunitat Valenciana,both,upper_quartile,26090.15
2010,Comunitat Valenciana,both,upper_quartile,25120.03
2009,Comunitat Valenciana,both,upper_quartile,24961.52
2008,Comunitat Valenciana,both,upper_quartile,23849.8
2017,Comunitat Valenciana,both,90th_percentile,38196.06
2016,Comunitat Valenciana,both,90th_percentile,38160.89
2015,Comunitat Valenciana,both,90th_percentile,37632.8
2014,Comunitat Valenciana,both,90th_percentile,36847.56
2013,Comunitat Valenciana,both,90th_percentile,37246.07
2012,Comunitat Valenciana,both,90th_percentile,37676.0
2011,Comunitat Valenciana,both,90th_percentile,37964.03
2010,Comunitat Valenciana,both,90th_percentile,36714.5
2009,Comunitat Valenciana,both,90th_percentile,36322.24
2008,Comunitat Valenciana,both,90th_percentile,34299.06
2017,Comunitat Valenciana,female,mean,18523.81
2016,Comunitat Valenciana,female,mean,18349.52
2015,Comunitat Valenciana,female,mean,17811.38
2014,Comunitat Valenciana,female,mean,17511.66
2013,Comunitat Valenciana,female,mean,17918.36
2012,Comunitat Valenciana,female,mean,17870.88
2011,Comunitat Valenciana,female,mean,18052.49
2010,Comunitat Valenciana,female,mean,17776.59
2009,Comunitat Valenciana,female,mean,17426.72
2008,Comunitat Valenciana,female,mean,16929.69
2017,Comunitat Valenciana,female,10th_percentile,5705.92
2016,Comunitat Valenciana,female,10th_percentile,5923.25
2015,Comunitat Valenciana,female,10th_percentile,5292.66
2014,Comunitat Valenciana,female,10th_percentile,5563.1
2013,Comunitat Valenciana,female,10th_percentile,6006.52
2012,Comunitat Valenciana,female,10th_percentile,6297.4
2011,Comunitat Valenciana,female,10th_percentile,6563.93
2010,Comunitat Valenciana,female,10th_percentile,6276.39
2009,Comunitat Valenciana,female,10th_percentile,6373.36
2008,Comunitat Valenciana,female,10th_percentile,6502.44
2017,Comunitat Valenciana,female,lower_quartile,10345.03
2016,Comunitat Valenciana,female,lower_quartile,10111.64
2015,Comunitat Valenciana,female,lower_quartile,9547.21
2014,Comunitat Valenciana,female,lower_quartile,9658.32
2013,Comunitat Valenciana,female,lower_quartile,9823.37
2012,Comunitat Valenciana,female,lower_quartile,10249.98
2011,Comunitat Valenciana,female,lower_quartile,10367.36
2010,Comunitat Valenciana,female,lower_quartile,10660.83
2009,Comunitat Valenciana,female,lower_quartile,10229.54
2008,Comunitat Valenciana,female,lower_quartile,10458.44
2017,Comunitat Valenciana,female,median,15653.28
2016,Comunitat Valenciana,female,median,15418.32
2015,Comunitat Valenciana,female,median,15283.9
2014,Comunitat Valenciana,female,median,15322.63
2013,Comunitat Valenciana,female,median,15340.3
2012,Comunitat Valenciana,female,median,15602.67
2011,Comunitat Valenciana,female,median,15853.69
2010,Comunitat Valenciana,female,median,15293.73
2009,Comunitat Valenciana,female,median,15001.98
2008,Comunitat Valenciana,female,median,14699.57
2017,Comunitat Valenciana,female,upper_quartile,23512.5
2016,Comunitat Valenciana,female,upper_quartile,23126.03
2015,Comunitat Valenciana,female,upper_quartile,22570.16
2014,Comunitat Valenciana,female,upper_quartile,22116.24
2013,Comunitat Valenciana,female,upper_quartile,22892.3
2012,Comunitat Valenciana,female,upper_quartile,22471.48
2011,Comunitat Valenciana,female,upper_quartile,22872.88
2010,Comunitat Valenciana,female,upper_quartile,22202.72
2009,Comunitat Valenciana,female,upper_quartile,21691.3
2008,Comunitat Valenciana,female,upper_quartile,20693.12
2017,Comunitat Valenciana,female,90th_percentile,34497.55
2016,Comunitat Valenciana,female,90th_percentile,34515.81
2015,Comunitat Valenciana,female,90th_percentile,33509.39
2014,Comunitat Valenciana,female,90th_percentile,31932.96
2013,Comunitat Valenciana,female,90th_percentile,32835.06
2012,Comunitat Valenciana,female,90th_percentile,32198.64
2011,Comunitat Valenciana,female,90th_percentile,31533.02
2010,Comunitat Valenciana,female,90th_percentile,31602.42
2009,Comunitat Valenciana,female,90th_percentile,31982.96
2008,Comunitat Valenciana,female,90th_percentile,29038.13
2017,Comunitat Valenciana,male,mean,23867.74
2016,Comunitat Valenciana,male,mean,23672.18
2015,Comunitat Valenciana,male,mean,23919.14
2014,Comunitat Valenciana,male,mean,23479.71
2013,Comunitat Valenciana,male,mean,23651.4
2012,Comunitat Valenciana,male,mean,24289.23
2011,Comunitat Valenciana,male,mean,24171.87
2010,Comunitat Valenciana,male,mean,23331.71
2009,Comunitat Valenciana,male,mean,22951.64
2008,Comunitat Valenciana,male,mean,22039.14
2017,Comunitat Valenciana,male,10th_percentile,9413.59
2016,Comunitat Valenciana,male,10th_percentile,9963.67
2015,Comunitat Valenciana,male,10th_percentile,10858.06
2014,Comunitat Valenciana,male,10th_percentile,8836.23
2013,Comunitat Valenciana,male,10th_percentile,9991.38
2012,Comunitat Valenciana,male,10th_percentile,10786.02
2011,Comunitat Valenciana,male,10th_percentile,10748.56
2010,Comunitat Valenciana,male,10th_percentile,10926.03
2009,Comunitat Valenciana,male,10th_percentile,11080.21
2008,Comunitat Valenciana,male,10th_percentile,11708.08
2017,Comunitat Valenciana,male,lower_quartile,15478.53
2016,Comunitat Valenciana,male,lower_quartile,15376.32
2015,Comunitat Valenciana,male,lower_quartile,15648.39
2014,Comunitat Valenciana,male,lower_quartile,15090.93
2013,Comunitat Valenciana,male,lower_quartile,15280.2
2012,Comunitat Valenciana,male,lower_quartile,15429.09
2011,Comunitat Valenciana,male,lower_quartile,15532.59
2010,Comunitat Valenciana,male,lower_quartile,14890.79
2009,Comunitat Valenciana,male,lower_quartile,15146.7
2008,Comunitat Valenciana,male,lower_quartile,14621.75
2017,Comunitat Valenciana,male,median,20063.8
2016,Comunitat Valenciana,male,median,19626.45
2015,Comunitat Valenciana,male,median,19980.62
2014,Comunitat Valenciana,male,median,20074.56
2013,Comunitat Valenciana,male,median,19661.29
2012,Comunitat Valenciana,male,median,20211.14
2011,Comunitat Valenciana,male,median,20044.29
2010,Comunitat Valenciana,male,median,19562.83
2009,Comunitat Valenciana,male,median,19025.75
2008,Comunitat Valenciana,male,median,18500.25
2017,Comunitat Valenciana,male,upper_quartile,28721.68
2016,Comunitat Valenciana,male,upper_quartile,28509.58
2015,Comunitat Valenciana,male,upper_quartile,28738.91
2014,Comunitat Valenciana,male,upper_quartile,28206.74
2013,Comunitat Valenciana,male,upper_quartile,28551.03
2012,Comunitat Valenciana,male,upper_quartile,29325.02
2011,Comunitat Valenciana,male,upper_quartile,29000.58
2010,Comunitat Valenciana,male,upper_quartile,27990.08
2009,Comunitat Valenciana,male,upper_quartile,27810.02
2008,Comunitat Valenciana,male,upper_quartile,26073.14
2017,Comunitat Valenciana,male,90th_percentile,42149.2
2016,Comunitat Valenciana,male,90th_percentile,41620.24
2015,Comunitat Valenciana,male,90th_percentile,41760.48
2014,Comunitat Valenciana,male,90th_percentile,40270.53
2013,Comunitat Valenciana,male,90th_percentile,40680.38
2012,Comunitat Valenciana,male,90th_percentile,42012.27
2011,Comunitat Valenciana,male,90th_percentile,42215.4
2010,Comunitat Valenciana,male,90th_percentile,40177.59
2009,Comunitat Valenciana,male,90th_percentile,39853.44
2008,Comunitat Valenciana,male,90th_percentile,37516.33
2017,Extremadura,both,mean,19672.4
2016,Extremadura,both,mean,19475.2
2015,Extremadura,both,mean,19564.49
2014,Extremadura,both,mean,19180.57
2013,Extremadura,both,mean,19129.72
2012,Extremadura,both,mean,19721.35
2011,Extremadura,both,mean,19879.46
2010,Extremadura,both,mean,19480.55
2009,Extremadura,both,mean,19099.56
2008,Extremadura,both,mean,18264.9
2017,Extremadura,both,10th_percentile,6224.16
2016,Extremadura,both,10th_percentile,6024.68
2015,Extremadura,both,10th_percentile,6069.2
2014,Extremadura,both,10th_percentile,6358.7
2013,Extremadura,both,10th_percentile,5700.69
2012,Extremadura,both,10th_percentile,7313.14
2011,Extremadura,both,10th_percentile,7654.8
2010,Extremadura,both,10th_percentile,7611.02
2009,Extremadura,both,10th_percentile,7871.95
2008,Extremadura,both,10th_percentile,8596.36
2017,Extremadura,both,lower_quartile,12219.53
2016,Extremadura,both,lower_quartile,11299.56
2015,Extremadura,both,lower_quartile,11730.48
2014,Extremadura,both,lower_quartile,11354.96
2013,Extremadura,both,lower_quartile,11637.2
2012,Extremadura,both,lower_quartile,12558.69
2011,Extremadura,both,lower_quartile,13060.18
2010,Extremadura,both,lower_quartile,12770.8
2009,Extremadura,both,lower_quartile,12624.0
2008,Extremadura,both,lower_quartile,12322.15
2017,Extremadura,both,median,17166.32
2016,Extremadura,both,median,16700.25
2015,Extremadura,both,median,16836.63
2014,Extremadura,both,median,16345.61
2013,Extremadura,both,median,16635.96
2012,Extremadura,both,median,16644.58
2011,Extremadura,both,median,16805.45
2010,Extremadura,both,median,16122.46
2009,Extremadura,both,median,16300.34
2008,Extremadura,both,median,15528.87
2017,Extremadura,both,upper_quartile,24826.55
2016,Extremadura,both,upper_quartile,24579.35
2015,Extremadura,both,upper_quartile,24301.93
2014,Extremadura,both,upper_quartile,23701.24
2013,Extremadura,both,upper_quartile,23534.8
2012,Extremadura,both,upper_quartile,23098.99
2011,Extremadura,both,upper_quartile,24173.11
2010,Extremadura,both,upper_quartile,23058.78
2009,Extremadura,both,upper_quartile,22847.07
2008,Extremadura,both,upper_quartile,21378.24
2017,Extremadura,both,90th_percentile,34196.27
2016,Extremadura,both,90th_percentile,34316.43
2015,Extremadura,both,90th_percentile,33754.33
2014,Extremadura,both,90th_percentile,34323.77
2013,Extremadura,both,90th_percentile,33290.98
2012,Extremadura,both,90th_percentile,34249.07
2011,Extremadura,both,90th_percentile,34792.25
2010,Extremadura,both,90th_percentile,34433.4
2009,Extremadura,both,90th_percentile,33263.07
2008,Extremadura,both,90th_percentile,31302.08
2017,Extremadura,female,mean,17722.29
2016,Extremadura,female,mean,17360.28
2015,Extremadura,female,mean,17304.65
2014,Extremadura,female,mean,17413.85
2013,Extremadura,female,mean,16304.55
2012,Extremadura,female,mean,17401.9
2011,Extremadura,female,mean,18060.8
2010,Extremadura,female,mean,17876.85
2009,Extremadura,female,mean,17549.86
2008,Extremadura,female,mean,16623.4
2017,Extremadura,female,10th_percentile,4723.67
2016,Extremadura,female,10th_percentile,4900.81
2015,Extremadura,female,10th_percentile,4882.11
2014,Extremadura,female,10th_percentile,5041.32
2013,Extremadura,female,10th_percentile,4217.83
2012,Extremadura,female,10th_percentile,6224.51
2011,Extremadura,female,10th_percentile,5494.52
2010,Extremadura,female,10th_percentile,5396.52
2009,Extremadura,female,10th_percentile,6158.11
2008,Extremadura,female,10th_percentile,6480.19
2017,Extremadura,female,lower_quartile,9009.7
2016,Extremadura,female,lower_quartile,8466.45
2015,Extremadura,female,lower_quartile,8837.33
2014,Extremadura,female,lower_quartile,8972.46
2013,Extremadura,female,lower_quartile,7854.55
2012,Extremadura,female,lower_quartile,9744.46
2011,Extremadura,female,lower_quartile,10267.74
2010,Extremadura,female,lower_quartile,9962.15
2009,Extremadura,female,lower_quartile,10057.2
2008,Extremadura,female,lower_quartile,10184.48
2017,Extremadura,female,median,14998.8
2016,Extremadura,female,median,14711.69
2015,Extremadura,female,median,14602.48
2014,Extremadura,female,median,14727.85
2013,Extremadura,female,median,14377.08
2012,Extremadura,female,median,14758.54
2011,Extremadura,female,median,15212.82
2010,Extremadura,female,median,14334.72
2009,Extremadura,female,median,15103.1
2008,Extremadura,female,median,14217.78
2017,Extremadura,female,upper_quartile,24098.53
2016,Extremadura,female,upper_quartile,23624.78
2015,Extremadura,female,upper_quartile,22608.27
2014,Extremadura,female,upper_quartile,22755.85
2013,Extremadura,female,upper_quartile,21284.56
2012,Extremadura,female,upper_quartile,21082.02
2011,Extremadura,female,upper_quartile,22921.81
2010,Extremadura,female,upper_quartile,23111.87
2009,Extremadura,female,upper_quartile,22824.18
2008,Extremadura,female,upper_quartile,20850.98
2017,Extremadura,female,90th_percentile,33742.56
2016,Extremadura,female,90th_percentile,33083.93
2015,Extremadura,female,90th_percentile,32064.12
2014,Extremadura,female,90th_percentile,32704.93
2013,Extremadura,female,90th_percentile,28838.84
2012,Extremadura,female,90th_percentile,31600.66
2011,Extremadura,female,90th_percentile,32614.22
2010,Extremadura,female,90th_percentile,33626.99
2009,Extremadura,female,90th_percentile,31293.27
2008,Extremadura,female,90th_percentile,29234.87
2017,Extremadura,male,mean,21585.18
2016,Extremadura,male,mean,21554.75
2015,Extremadura,male,mean,21813.81
2014,Extremadura,male,mean,20829.72
2013,Extremadura,male,mean,21780.9
2012,Extremadura,male,mean,21585.3
2011,Extremadura,male,mean,21318.32
2010,Extremadura,male,mean,20787.03
2009,Extremadura,male,mean,20207.93
2008,Extremadura,male,mean,19390.41
2017,Extremadura,male,10th_percentile,10710.26
2016,Extremadura,male,10th_percentile,9154.36
2015,Extremadura,male,10th_percentile,9350.51
2014,Extremadura,male,10th_percentile,8516.52
2013,Extremadura,male,10th_percentile,9723.06
2012,Extremadura,male,10th_percentile,10651.68
2011,Extremadura,male,10th_percentile,11377.14
2010,Extremadura,male,10th_percentile,11257.85
2009,Extremadura,male,10th_percentile,10875.86
2008,Extremadura,male,10th_percentile,10863.1
2017,Extremadura,male,lower_quartile,14642.76
2016,Extremadura,male,lower_quartile,14238.14
2015,Extremadura,male,lower_quartile,14142.1
2014,Extremadura,male,lower_quartile,13476.09
2013,Extremadura,male,lower_quartile,14036.41
2012,Extremadura,male,lower_quartile,14352.12
2011,Extremadura,male,lower_quartile,14052.18
2010,Extremadura,male,lower_quartile,13922.04
2009,Extremadura,male,lower_quartile,13741.96
2008,Extremadura,male,lower_quartile,13506.72
2017,Extremadura,male,median,18366.85
2016,Extremadura,male,median,17972.0
2015,Extremadura,male,median,18150.31
2014,Extremadura,male,median,17337.46
2013,Extremadura,male,median,17656.86
2012,Extremadura,male,median,17477.31
2011,Extremadura,male,median,17606.86
2010,Extremadura,male,median,16856.46
2009,Extremadura,male,median,16710.36
2008,Extremadura,male,median,16043.7
2017,Extremadura,male,upper_quartile,25750.6
2016,Extremadura,male,upper_quartile,25697.56
2015,Extremadura,male,upper_quartile,25795.44
2014,Extremadura,male,upper_quartile,24431.35
2013,Extremadura,male,upper_quartile,26133.32
2012,Extremadura,male,upper_quartile,24790.12
2011,Extremadura,male,upper_quartile,25162.3
2010,Extremadura,male,upper_quartile,22923.6
2009,Extremadura,male,upper_quartile,22967.51
2008,Extremadura,male,upper_quartile,21664.25
2017,Extremadura,male,90th_percentile,34694.64
2016,Extremadura,male,90th_percentile,35470.32
2015,Extremadura,male,90th_percentile,36131.57
2014,Extremadura,male,90th_percentile,35999.82
2013,Extremadura,male,90th_percentile,37415.0
2012,Extremadura,male,90th_percentile,37974.39
2011,Extremadura,male,90th_percentile,35531.1
2010,Extremadura,male,90th_percentile,35497.76
2009,Extremadura,male,90th_percentile,34406.04
2008,Extremadura,male,90th_percentile,32517.56
2017,Galicia,both,mean,21605.88
2016,Galicia,both,mean,21082.12
2015,Galicia,both,mean,20624.55
2014,Galicia,both,mean,20195.89
2013,Galicia,both,mean,19824.66
2012,Galicia,both,mean,19389.2
2011,Galicia,both,mean,19970.29
2010,Galicia,both,mean,20241.99
2009,Galicia,both,mean,19806.66
2008,Galicia,both,mean,19156.41
2017,Galicia,both,10th_percentile,8588.31
2016,Galicia,both,10th_percentile,8161.71
2015,Galicia,both,10th_percentile,8028.43
2014,Galicia,both,10th_percentile,7736.9
2013,Galicia,both,10th_percentile,7763.16
2012,Galicia,both,10th_percentile,7815.32
2011,Galicia,both,10th_percentile,8287.56
2010,Galicia,both,10th_percentile,8828.16
2009,Galicia,both,10th_percentile,8742.56
2008,Galicia,both,10th_percentile,8400.0
2017,Galicia,both,lower_quartile,13571.11
2016,Galicia,both,lower_quartile,13136.33
2015,Galicia,both,lower_quartile,13199.46
2014,Galicia,both,lower_quartile,12629.69
2013,Galicia,both,lower_quartile,12815.14
2012,Galicia,both,lower_quartile,12718.73
2011,Galicia,both,lower_quartile,12962.34
2010,Galicia,both,lower_quartile,13025.44
2009,Galicia,both,lower_quartile,12730.61
2008,Galicia,both,lower_quartile,12293.82
2017,Galicia,both,median,18529.26
2016,Galicia,both,median,18146.24
2015,Galicia,both,median,17599.99
2014,Galicia,both,median,17379.48
2013,Galicia,both,median,17187.12
2012,Galicia,both,median,16632.45
2011,Galicia,both,median,16873.88
2010,Galicia,both,median,17216.32
2009,Galicia,both,median,16569.15
2008,Galicia,both,median,16150.71
2017,Galicia,both,upper_quartile,26408.89
2016,Galicia,both,upper_quartile,25610.76
2015,Galicia,both,upper_quartile,25004.71
2014,Galicia,both,upper_quartile,24364.24
2013,Galicia,both,upper_quartile,23692.12
2012,Galicia,both,upper_quartile,22687.5
2011,Galicia,both,upper_quartile,23677.36
2010,Galicia,both,upper_quartile,24002.79
2009,Galicia,both,upper_quartile,23633.22
2008,Galicia,both,upper_quartile,23001.97
2017,Galicia,both,90th_percentile,37886.92
2016,Galicia,both,90th_percentile,36900.42
2015,Galicia,both,90th_percentile,36302.05
2014,Galicia,both,90th_percentile,35829.68
2013,Galicia,both,90th_percentile,34654.73
2012,Galicia,both,90th_percentile,33584.64
2011,Galicia,both,90th_percentile,35362.51
2010,Galicia,both,90th_percentile,34931.71
2009,Galicia,both,90th_percentile,35429.35
2008,Galicia,both,90th_percentile,33906.64
2017,Galicia,female,mean,18833.53
2016,Galicia,female,mean,18294.47
2015,Galicia,female,mean,18093.26
2014,Galicia,female,mean,17797.03
2013,Galicia,female,mean,17258.21
2012,Galicia,female,mean,16727.15
2011,Galicia,female,mean,17291.96
2010,Galicia,female,mean,17691.11
2009,Galicia,female,mean,17342.32
2008,Galicia,female,mean,16646.42
2017,Galicia,female,10th_percentile,6405.42
2016,Galicia,female,10th_percentile,6436.32
2015,Galicia,female,10th_percentile,6243.19
2014,Galicia,female,10th_percentile,6312.85
2013,Galicia,female,10th_percentile,6146.13
2012,Galicia,female,10th_percentile,6383.01
2011,Galicia,female,10th_percentile,6598.23
2010,Galicia,female,10th_percentile,6990.04
2009,Galicia,female,10th_percentile,6724.95
2008,Galicia,female,10th_percentile,6476.36
2017,Galicia,female,lower_quartile,11191.79
2016,Galicia,female,lower_quartile,10970.63
2015,Galicia,female,lower_quartile,10985.34
2014,Galicia,female,lower_quartile,10547.4
2013,Galicia,female,lower_quartile,10712.48
2012,Galicia,female,lower_quartile,10731.64
2011,Galicia,female,lower_quartile,10372.49
2010,Galicia,female,lower_quartile,10755.09
2009,Galicia,female,lower_quartile,10593.37
2008,Galicia,female,lower_quartile,10201.5
2017,Galicia,female,median,15970.06
2016,Galicia,female,median,15542.62
2015,Galicia,female,median,15430.38
2014,Galicia,female,median,15130.99
2013,Galicia,female,median,15005.56
2012,Galicia,female,median,14629.68
2011,Galicia,female,median,14826.52
2010,Galicia,female,median,14992.42
2009,Galicia,female,median,14605.25
2008,Galicia,female,median,13859.44
2017,Galicia,female,upper_quartile,23173.85
2016,Galicia,female,upper_quartile,22561.92
2015,Galicia,female,upper_quartile,22072.65
2014,Galicia,female,upper_quartile,22151.79
2013,Galicia,female,upper_quartile,21077.55
2012,Galicia,female,upper_quartile,20103.78
2011,Galicia,female,upper_quartile,21313.71
2010,Galicia,female,upper_quartile,21709.52
2009,Galicia,female,upper_quartile,21676.96
2008,Galicia,female,upper_quartile,20256.48
2017,Galicia,female,90th_percentile,33958.8
2016,Galicia,female,90th_percentile,32918.8
2015,Galicia,female,90th_percentile,32281.98
2014,Galicia,female,90th_percentile,32264.92
2013,Galicia,female,90th_percentile,30224.91
2012,Galicia,female,90th_percentile,28952.09
2011,Galicia,female,90th_percentile,30532.17
2010,Galicia,female,90th_percentile,31698.56
2009,Galicia,female,90th_percentile,32739.77
2008,Galicia,female,90th_percentile,30915.5
2017,Galicia,male,mean,24321.64
2016,Galicia,male,mean,23774.21
2015,Galicia,male,mean,23189.76
2014,Galicia,male,mean,22505.05
2013,Galicia,male,mean,22522.55
2012,Galicia,male,mean,22059.69
2011,Galicia,male,mean,22381.85
2010,Galicia,male,mean,22626.21
2009,Galicia,male,mean,21829.8
2008,Galicia,male,mean,21105.6
2017,Galicia,male,10th_percentile,12287.88
2016,Galicia,male,10th_percentile,11817.54
2015,Galicia,male,10th_percentile,12014.48
2014,Galicia,male,10th_percentile,10505.75
2013,Galicia,male,10th_percentile,11581.7
2012,Galicia,male,10th_percentile,11128.53
2011,Galicia,male,10th_percentile,11897.35
2010,Galicia,male,10th_percentile,12100.63
2009,Galicia,male,10th_percentile,11778.96
2008,Galicia,male,10th_percentile,11384.98
2017,Galicia,male,lower_quartile,16269.0
2016,Galicia,male,lower_quartile,15918.42
2015,Galicia,male,lower_quartile,15812.2
2014,Galicia,male,lower_quartile,15213.71
2013,Galicia,male,lower_quartile,15370.94
2012,Galicia,male,lower_quartile,14907.87
2011,Galicia,male,lower_quartile,14979.71
2010,Galicia,male,lower_quartile,15403.59
2009,Galicia,male,lower_quartile,14575.86
2008,Galicia,male,lower_quartile,14386.25
2017,Galicia,male,median,20715.71
2016,Galicia,male,median,20204.71
2015,Galicia,male,median,19646.2
2014,Galicia,male,median,19060.07
2013,Galicia,male,median,19081.44
2012,Galicia,male,median,18257.96
2011,Galicia,male,median,18251.71
2010,Galicia,male,median,18574.49
2009,Galicia,male,median,17724.17
2008,Galicia,male,median,17253.93
2017,Galicia,male,upper_quartile,29016.67
2016,Galicia,male,upper_quartile,27904.96
2015,Galicia,male,upper_quartile,27688.75
2014,Galicia,male,upper_quartile,26779.27
2013,Galicia,male,upper_quartile,26332.74
2012,Galicia,male,upper_quartile,25573.85
2011,Galicia,male,upper_quartile,25901.53
2010,Galicia,male,upper_quartile,25925.22
2009,Galicia,male,upper_quartile,25696.95
2008,Galicia,male,upper_quartile,24501.56
2017,Galicia,male,90th_percentile,41285.28
2016,Galicia,male,90th_percentile,40214.8
2015,Galicia,male,90th_percentile,39581.63
2014,Galicia,male,90th_percentile,38893.89
2013,Galicia,male,90th_percentile,37852.8
2012,Galicia,male,90th_percentile,37990.38
2011,Galicia,male,90th_percentile,38583.63
2010,Galicia,male,90th_percentile,38530.71
2009,Galicia,male,90th_percentile,38045.54
2008,Galicia,male,90th_percentile,36293.34
2017,"Madrid, Comunidad de",both,mean,27089.12
2016,"Madrid, Comunidad de",both,mean,26330.14
2015,"Madrid, Comunidad de",both,mean,26448.04
2014,"Madrid, Comunidad de",both,mean,26570.35
2013,"Madrid, Comunidad de",both,mean,26215.36
2012,"Madrid, Comunidad de",both,mean,26044.39
2011,"Madrid, Comunidad de",both,mean,25845.2
2010,"Madrid, Comunidad de",both,mean,25988.95
2009,"Madrid, Comunidad de",both,mean,25860.65
2008,"Madrid, Comunidad de",both,mean,25269.61
2017,"Madrid, Comunidad de",both,10th_percentile,9920.36
2016,"Madrid, Comunidad de",both,10th_percentile,9619.78
2015,"Madrid, Comunidad de",both,10th_percentile,9165.01
2014,"Madrid, Comunidad de",both,10th_percentile,8862.52
2013,"Madrid, Comunidad de",both,10th_percentile,8884.58
2012,"Madrid, Comunidad de",both,10th_percentile,9154.8
2011,"Madrid, Comunidad de",both,10th_percentile,9307.05
2010,"Madrid, Comunidad de",both,10th_percentile,10101.07
2009,"Madrid, Comunidad de",both,10th_percentile,9773.58
2008,"Madrid, Comunidad de",both,10th_percentile,9715.01
2017,"Madrid, Comunidad de",both,lower_quartile,14697.3
2016,"Madrid, Comunidad de",both,lower_quartile,14263.26
2015,"Madrid, Comunidad de",both,lower_quartile,14359.3
2014,"Madrid, Comunidad de",both,lower_quartile,14275.72
2013,"Madrid, Comunidad de",both,lower_quartile,14117.55
2012,"Madrid, Comunidad de",both,lower_quartile,14323.48
2011,"Madrid, Comunidad de",both,lower_quartile,14192.74
2010,"Madrid, Comunidad de",both,lower_quartile,14604.68
2009,"Madrid, Comunidad de",both,lower_quartile,14205.96
2008,"Madrid, Comunidad de",both,lower_quartile,13915.75
2017,"Madrid, Comunidad de",both,median,21608.08
2016,"Madrid, Comunidad de",both,median,21165.0
2015,"Madrid, Comunidad de",both,median,21307.78
2014,"Madrid, Comunidad de",both,median,21579.38
2013,"Madrid, Comunidad de",both,median,21273.89
2012,"Madrid, Comunidad de",both,median,21418.48
2011,"Madrid, Comunidad de",both,median,21045.69
2010,"Madrid, Comunidad de",both,median,21319.25
2009,"Madrid, Comunidad de",both,median,20712.42
2008,"Madrid, Comunidad de",both,median,20269.59
2017,"Madrid, Comunidad de",both,upper_quartile,34094.32
2016,"Madrid, Comunidad de",both,upper_quartile,33321.02
2015,"Madrid, Comunidad de",both,upper_quartile,33382.74
2014,"Madrid, Comunidad de",both,upper_quartile,33791.93
2013,"Madrid, Comunidad de",both,upper_quartile,33557.52
2012,"Madrid, Comunidad de",both,upper_quartile,33429.03
2011,"Madrid, Comunidad de",both,upper_quartile,33026.05
2010,"Madrid, Comunidad de",both,upper_quartile,32678.77
2009,"Madrid, Comunidad de",both,upper_quartile,33000.0
2008,"Madrid, Comunidad de",both,upper_quartile,32008.66
2017,"Madrid, Comunidad de",both,90th_percentile,50280.72
2016,"Madrid, Comunidad de",both,90th_percentile,49427.2
2015,"Madrid, Comunidad de",both,90th_percentile,49079.02
2014,"Madrid, Comunidad de",both,90th_percentile,49985.99
2013,"Madrid, Comunidad de",both,90th_percentile,49370.05
2012,"Madrid, Comunidad de",both,90th_percentile,48734.74
2011,"Madrid, Comunidad de",both,90th_percentile,48212.49
2010,"Madrid, Comunidad de",both,90th_percentile,47391.3
2009,"Madrid, Comunidad de",both,90th_percentile,48338.55
2008,"Madrid, Comunidad de",both,90th_percentile,46748.62
2017,"Madrid, Comunidad de",female,mean,24029.31
2016,"Madrid, Comunidad de",female,mean,23371.33
2015,"Madrid, Comunidad de",female,mean,23470.06
2014,"Madrid, Comunidad de",female,mean,23326.94
2013,"Madrid, Comunidad de",female,mean,22959.28
2012,"Madrid, Comunidad de",female,mean,22841.15
2011,"Madrid, Comunidad de",female,mean,22585.38
2010,"Madrid, Comunidad de",female,mean,22721.17
2009,"Madrid, Comunidad de",female,mean,22048.25
2008,"Madrid, Comunidad de",female,mean,21787.75
2017,"Madrid, Comunidad de",female,10th_percentile,8311.22
2016,"Madrid, Comunidad de",female,10th_percentile,8236.82
2015,"Madrid, Comunidad de",female,10th_percentile,7992.33
2014,"Madrid, Comunidad de",female,10th_percentile,7413.0
2013,"Madrid, Comunidad de",female,10th_percentile,7665.0
2012,"Madrid, Comunidad de",female,10th_percentile,7799.28
2011,"Madrid, Comunidad de",female,10th_percentile,8100.7
2010,"Madrid, Comunidad de",female,10th_percentile,8570.31
2009,"Madrid, Comunidad de",female,10th_percentile,7899.97
2008,"Madrid, Comunidad de",female,10th_percentile,8478.81
2017,"Madrid, Comunidad de",female,lower_quartile,13048.7
2016,"Madrid, Comunidad de",female,lower_quartile,12641.22
2015,"Madrid, Comunidad de",female,lower_quartile,12694.31
2014,"Madrid, Comunidad de",female,lower_quartile,12661.16
2013,"Madrid, Comunidad de",female,lower_quartile,12380.43
2012,"Madrid, Comunidad de",female,lower_quartile,12569.16
2011,"Madrid, Comunidad de",female,lower_quartile,12542.34
2010,"Madrid, Comunidad de",female,lower_quartile,13081.11
2009,"Madrid, Comunidad de",female,lower_quartile,12448.45
2008,"Madrid, Comunidad de",female,lower_quartile,12039.09
2017,"Madrid, Comunidad de",female,median,19368.41
2016,"Madrid, Comunidad de",female,median,18823.19
2015,"Madrid, Comunidad de",female,median,19145.0
2014,"Madrid, Comunidad de",female,median,19133.47
2013,"Madrid, Comunidad de",female,median,18587.64
2012,"Madrid, Comunidad de",female,median,18595.78
2011,"Madrid, Comunidad de",female,median,18448.38
2010,"Madrid, Comunidad de",female,median,18788.2
2009,"Madrid, Comunidad de",female,median,17845.57
2008,"Madrid, Comunidad de",female,median,17532.26
